Event	ID	Name			Wwise Object Path	Notes
	75726651	Play_Lyriel_Dash_Whoosh			\Default Work Unit\Lyriel\Play_Lyriel_Dash_Whoosh	
	240886466	Play_Death_Lock_Target			\Default Work Unit\Death\Play_Death_Lock_Target	
	253156074	Play_Lyriel_Down			\Default Work Unit\Lyriel\Play_Lyriel_Down	
	418116735	Play_Death_Taunt_Shout			\Default Work Unit\Death\Play_Death_Taunt_Shout	
	613061517	Play_Death_Mark_Apply			\Default Work Unit\Death\Play_Death_Mark_Apply	
	795002665	Play_Lyriel_Hurt			\Default Work Unit\Lyriel\Play_Lyriel_Hurt	
	805542086	Play_Death_Light_Swing			\Default Work Unit\Death\Play_Death_Light_Swing	
	877152426	Play_Lyriel_Arrow_Impact			\Default Work Unit\Lyriel\Play_Lyriel_Arrow_Impact	
	1030846073	Play_Lyriel_Lock_Target			\Default Work Unit\Lyriel\Play_Lyriel_Lock_Target	
	1045645111	Play_Death_Heavy_Swing			\Default Work Unit\Death\Play_Death_Heavy_Swing	
	1141480560	Play_Death_Hover_Loop			\Default Work Unit\Death\Play_Death_Hover_Loop	
	1564071064	Play_Death_Dash_Impact			\Default Work Unit\Death\Play_Death_Dash_Impact	
	1853020524	Play_Death_Hurt			\Default Work Unit\Death\Play_Death_Hurt	
	1990054098	Play_Lyriel_Switch_Target			\Default Work Unit\Lyriel\Play_Lyriel_Switch_Target	
	2228994621	Play_Death_Switch_Target			\Default Work Unit\Death\Play_Death_Switch_Target	
	2303456570	Play_Death_Light_Impact			\Default Work Unit\Death\Play_Death_Light_Impact	
	2408385939	Play_Lyriel_Volley_Release			\Default Work Unit\Lyriel\Play_Lyriel_Volley_Release	
	2422006913	Play_Cooperative_Shadow_Execution			\Default Work Unit\Cooperative\Play_Cooperative_Shadow_Execution	
	2934336587	Play_Death_Down			\Default Work Unit\Death\Play_Death_Down	
	3016433084	Play_Lyriel_Bow_Release			\Default Work Unit\Lyriel\Play_Lyriel_Bow_Release	
	3034296005	Play_Death_Charge_Release			\Default Work Unit\Death\Play_Death_Charge_Release	
	3087056186	Stop_Death_Charge_Loop			\Default Work Unit\Death\Stop_Death_Charge_Loop	
	3333249261	Play_Lyriel_Mark_Exploit			\Default Work Unit\Lyriel\Play_Lyriel_Mark_Exploit	
	3452604068	Play_Death_Charge_Loop			\Default Work Unit\Death\Play_Death_Charge_Loop	
	3584218984	Play_Death_Dash_Whoosh			\Default Work Unit\Death\Play_Death_Dash_Whoosh	
	3616632118	Play_Lyriel_Charged_Tense			\Default Work Unit\Lyriel\Play_Lyriel_Charged_Tense	
	3693622327	Play_Lyriel_Footsteps			\Default Work Unit\Lyriel\Play_Lyriel_Footsteps	
	3702335066	Stop_Death_Hover_Loop			\Default Work Unit\Death\Stop_Death_Hover_Loop	
	3738355324	Play_Cooperative_ReaperGauge_Full			\Default Work Unit\Cooperative\Play_Cooperative_ReaperGauge_Full	
	3837630539	Play_Lyriel_Charged_Impact			\Default Work Unit\Lyriel\Play_Lyriel_Charged_Impact	
	4009150209	Play_Death_Heavy_Impact			\Default Work Unit\Death\Play_Death_Heavy_Impact	
	4289680664	Play_Lyriel_Charged_Release			\Default Work Unit\Lyriel\Play_Lyriel_Charged_Release	

Switch Group	ID	Name			Wwise Object Path	Notes
	2471758783	Player_MovementSpeed			\Default Work Unit\Player_MovementSpeed	
	4064446173	Surface_Type			\Default Work Unit\Surface_Type	

Switch	ID	Name	Switch Group			Notes
	712161704	run	Player_MovementSpeed			
	2108779966	walk	Player_MovementSpeed			
	442447909	Barrel	Surface_Type			
	582824249	Leaves	Surface_Type			
	803837735	Sand	Surface_Type			
	1216965916	Stone	Surface_Type			
	1647104456	Enemy_EvilCrawler	Surface_Type			
	2058049674	Wood	Surface_Type			
	2195636714	Dirt	Surface_Type			
	2473969246	Metal	Surface_Type			
	2654748154	Water	Surface_Type			
	3065846598	Enemy_EvilHead	Surface_Type			
	3098439042	Crate	Surface_Type			
	3276966729	Enemy_EvilSpitPlant	Surface_Type			
	4248645337	Grass	Surface_Type			

Game Parameter	ID	Name			Wwise Object Path	Notes
	2471758783	Player_MovementSpeed			\Default Work Unit\Player_MovementSpeed	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	4994179	ph_mark_exploit_2	.cache\89\{89F14A31-0842-CBC0-229E-FF87258ED9C8}.wem		\Containers\Player\Player_ActorMixer\Lyriel\MarkExploit\Lyriel_Mark_Exploit\ph_mark_exploit_2		284256
	22452207	BAS_Player_Footstep_stone_walk_06	.cache\C7\{C714F983-A6D4-1E1D-6C45-C6C231A5C685}.wem		\Containers\Player\Player_ActorMixer\Lyriel\Movement\Lyriel_Footsteps\WALK\STONE_WALK\BAS_Player_Footstep_stone_walk_06		47032
	25579253	ph_charge_impact_5	.cache\44\{44532980-0651-6295-DB4D-789C65E1F471}.wem		\Containers\Player\Player_ActorMixer\Lyriel\ChargedArrow\Lyriel_Charged_Impact\ph_charge_impact_5		284256
	26647470	ph_mark_apply_3	.cache\1A\{1A97BCBC-C8AF-6AD8-CD44-7B795BA1CE5E}.wem		\Containers\Player\Player_ActorMixer\Death\ShadowMark\Death_Mark_Apply\ph_mark_apply_3		384096
	28938800	Cooperative_ReaperGauge_Full	.cache\F5\{F504ACAC-B429-7304-6E2B-BB3EB86ABC7B}.wem		\Containers\Player\Shared_ActorMixer\System\ReaperGauge\Cooperative_ReaperGauge_Full		437856
	29839059	ph_charge_realese_2	.cache\D5\{D5BCF031-A4DF-5AC0-9FAD-428D0CB3DEC9}.wem		\Containers\Player\Player_ActorMixer\Death\HeavyAttack\Death_Charge_Release\ph_charge_realese_2		192096
	40268365	BAS_Player_Footstep_stone_walk_04	.cache\8D\{8DFA569B-436E-62D9-32DB-E5B65ED01C52}.wem		\Containers\Player\Player_ActorMixer\Lyriel\Movement\Lyriel_Footsteps\WALK\STONE_WALK\BAS_Player_Footstep_stone_walk_04		45328
	52348237	ph_volley_release_4	.cache\D1\{D15E5A02-2A5B-25CA-7A88-8538E1235849}.wem		\Containers\Player\Player_ActorMixer\Lyriel\ArrowVolley\Lyriel_Volley_Release\ph_volley_release_4		284256
	53516755	BAS_Player_Footstep_wood_run_02	.cache\E2\{E27267A3-C1DA-D1B2-2A56-C60F3BD2D815}.wem		\Containers\Player\Player_ActorMixer\Lyriel\Movement\Lyriel_Footsteps\RUN\WOOD_RUN\BAS_Player_Footstep_wood_run_02		25456
	69375792	BAS_Player_Footstep_wood_walk_06	.cache\FA\{FAFEC977-FEDB-B77E-0D65-0936D28E1CA2}.wem		\Containers\Player\Player_ActorMixer\Lyriel\Movement\Lyriel_Footsteps\WALK\WOOD_WALK\BAS_Player_Footstep_wood_walk_06		47032
	70686676	BAS_Player_Footstep_stone_walk_02	.cache\A6\{A60787E1-F3EE-805E-32D8-60AC2108938F}.wem		\Containers\Player\Player_ActorMixer\Lyriel\Movement\Lyriel_Footsteps\WALK\STONE_WALK\BAS_Player_Footstep_stone_walk_02		51004
	70883005	BAS_Player_Footstep_wood_run_01	.cache\59\{59C5CEDF-FB80-A2EC-D802-4BCF90B61B37}.wem		\Containers\Player\Player_ActorMixer\Lyriel\Movement\Lyriel_Footsteps\RUN\WOOD_RUN\BAS_Player_Footstep_wood_run_01		26756
	83642720	ph_charge_tense_3	.cache\AF\{AFD04B02-AE49-B83F-2AB2-43D02A348CCC}.wem		\Containers\Player\Player_ActorMixer\Lyriel\ChargedArrow\Lyriel_Charged_Tense\ph_charge_tense_3		960096
	91197372	ph_heavy_swing_6	.cache\DE\{DEA3C643-2B57-8511-D522-D8A5F2F082B4}.wem		\Containers\Player\Player_ActorMixer\Death\HeavyAttack\Death_Heavy_Swing\ph_heavy_swing_6		192096
	102540929	ph_dash_whoosh_2	.cache\90\{901EBB5A-7CCB-6CC8-6162-EEB587A896E0}.wem		\Containers\Player\Player_ActorMixer\Death\Dash\Death_Dash_Whoosh\ph_dash_whoosh_2		384096
	115714250	ph_arrow_impact_4	.cache\69\{69938305-50C4-81DB-FFAE-DC8DBFB9E75E}.wem		\Containers\Player\Player_ActorMixer\Lyriel\BasicArrow\Lyriel_Arrow_Impact\ph_arrow_impact_4		192096
	117394409	ph_heavy_impact_4	.cache\02\{02E4864B-FDDA-981E-F6BB-E4D1F9DCB375}.wem		\Containers\Player\Player_ActorMixer\Death\HeavyAttack\Death_Heavy_Impact\ph_heavy_impact_4		192096
